ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,CreditHistory,Dependents,Education,EmploymentType,PropertyArea,MaritalStatus,Loan_Status
15163,58031,260171,12,1,3+,Not Graduate,Self Employed,Rural,Married,1
56424,75020,428710,12,1,0,Graduate,Self Employed,Semiurban,Single,1
37420,5495,340690,240,1,1,Graduate,Salaried,Rural,Single,0
135575,28481,259496,240,1,0,Not Graduate,Salaried,Urban,Single,1
44300,11267,218410,84,1,0,Graduate,Self Employed,Urban,Married,1
104881,6743,477499,12,1,3+,Graduate,Self Employed,Urban,Married,1
25749,54800,132494,300,1,3+,Graduate,Self Employed,Semiurban,Single,1
119131,48773,265859,120,1,2,Graduate,Self Employed,Semiurban,Single,1
143563,57042,358710,12,1,3+,Graduate,Self Employed,Urban,Single,1
52487,49476,397608,180,1,2,Not Graduate,Salaried,Urban,Married,1
36223,28552,283853,240,1,1,Not Graduate,Self Employed,Urban,Married,1
87930,65242,178279,120,0,0,Not Graduate,Salaried,Semiurban,Single,1
43380,45772,131991,300,0,3+,Graduate,Self Employed,Semiurban,Married,1
41035,43730,404824,240,1,1,Graduate,Self Employed,Urban,Married,1
45620,28948,340157,300,1,2,Graduate,Salaried,Semiurban,Single,1
132360,76311,102132,240,1,3+,Not Graduate,Self Employed,Semiurban,Married,1
68352,69093,305069,240,1,0,Graduate,Salaried,Semiurban,Married,1
18191,69123,209156,12,1,1,Graduate,Salaried,Semiurban,Single,1
105536,16535,419999,36,1,3+,Graduate,Self Employed,Urban,Married,1
119576,66490,202215,12,1,3+,Graduate,Salaried,Urban,Married,1
18631,46562,141627,240,1,1,Not Graduate,Self Employed,Semiurban,Married,1
57080,58535,172772,120,1,2,Not Graduate,Self Employed,Urban,Single,1
105353,41269,457395,12,1,2,Graduate,Self Employed,Urban,Married,1
43671,42462,279415,240,1,3+,Not Graduate,Self Employed,Urban,Married,1
137811,3127,191294,240,0,2,Not Graduate,Self Employed,Rural,Married,0
142734,23147,309013,12,0,2,Not Graduate,Self Employed,Urban,Married,0
66399,45528,376212,12,1,1,Graduate,Self Employed,Urban,Married,1
22099,77095,467165,120,1,2,Not Graduate,Salaried,Semiurban,Single,1
71492,68931,66116,300,0,2,Not Graduate,Self Employed,Semiurban,Married,1
111722,66381,232124,12,1,1,Graduate,Salaried,Rural,Single,1
45111,63749,101369,84,1,3+,Not Graduate,Self Employed,Rural,Married,1
78936,38672,229889,180,1,3+,Not Graduate,Self Employed,Urban,Single,1
75920,13731,415244,84,0,1,Not Graduate,Salaried,Urban,Single,0
78530,54512,283982,120,1,0,Graduate,Salaried,Semiurban,Married,1
22788,51024,264275,36,1,1,Graduate,Salaried,Urban,Single,1
43082,3832,255383,84,1,0,Not Graduate,Salaried,Urban,Married,1
138287,32332,341799,300,1,2,Graduate,Self Employed,Urban,Single,1
104570,12467,238874,240,1,3+,Graduate,Self Employed,Urban,Married,1
116015,41025,97632,180,1,0,Graduate,Salaried,Urban,Married,1
98588,13107,457409,60,0,0,Not Graduate,Self Employed,Urban,Married,0
103340,77994,261284,180,1,2,Not Graduate,Salaried,Urban,Married,1
109439,43481,211848,84,0,3+,Graduate,Salaried,Urban,Single,1
130053,2581,486441,60,1,2,Not Graduate,Salaried,Semiurban,Married,1
63355,75118,241082,120,1,3+,Graduate,Salaried,Rural,Married,1
140426,51638,263807,300,1,3+,Graduate,Salaried,Urban,Married,1
79027,8418,246523,180,1,2,Not Graduate,Self Employed,Semiurban,Single,1
107601,29113,229884,36,1,0,Graduate,Salaried,Urban,Married,1
44956,63044,331039,60,1,1,Graduate,Salaried,Urban,Single,1
119797,79955,464425,60,0,3+,Graduate,Self Employed,Rural,Single,0
139917,61030,285892,180,1,3+,Graduate,Salaried,Semiurban,Married,1
141303,11814,263408,84,1,1,Not Graduate,Salaried,Urban,Single,1
57533,10024,292718,60,1,1,Graduate,Self Employed,Rural,Married,1
93815,63288,242879,120,0,2,Not Graduate,Self Employed,Rural,Single,1
54279,57836,73086,180,1,3+,Graduate,Self Employed,Urban,Married,1
124787,7435,135637,120,1,2,Not Graduate,Self Employed,Urban,Married,1
76063,67084,208279,180,1,1,Graduate,Self Employed,Semiurban,Married,1
142896,70601,419478,120,1,2,Graduate,Salaried,Semiurban,Single,1
112661,3407,201969,84,1,3+,Not Graduate,Salaried,Urban,Single,1
138257,32940,113083,180,0,0,Not Graduate,Salaried,Urban,Single,1
101205,5666,145028,300,0,0,Graduate,Self Employed,Rural,Single,1
21910,37122,379101,240,1,3+,Graduate,Self Employed,Semiurban,Married,1
61857,25092,147551,36,1,2,Graduate,Self Employed,Urban,Married,1
49964,75645,390650,84,1,1,Graduate,Self Employed,Urban,Single,1
32153,26505,188355,120,0,1,Graduate,Self Employed,Semiurban,Single,0
74765,36713,144024,300,1,0,Not Graduate,Self Employed,Urban,Single,1
123212,54387,393625,180,0,2,Not Graduate,Salaried,Rural,Single,0
54071,43169,312399,84,1,1,Graduate,Self Employed,Rural,Married,1
127990,73282,257627,120,1,1,Not Graduate,Salaried,Urban,Married,1
84519,77511,65487,12,1,3+,Not Graduate,Salaried,Semiurban,Married,1
24503,51742,69346,12,1,2,Graduate,Salaried,Rural,Single,1
110457,40522,347194,60,1,2,Not Graduate,Self Employed,Semiurban,Single,1
60838,3880,320888,36,1,1,Graduate,Self Employed,Semiurban,Single,1
140200,43454,467972,12,1,2,Not Graduate,Self Employed,Semiurban,Single,1
104489,55711,111596,240,0,2,Not Graduate,Self Employed,Rural,Married,1
41806,43539,264469,120,1,2,Not Graduate,Self Employed,Rural,Married,1
85119,68321,468362,84,1,3+,Not Graduate,Salaried,Urban,Single,1
53714,14799,431784,180,0,1,Not Graduate,Salaried,Semiurban,Married,0
70419,60102,367176,84,1,0,Graduate,Self Employed,Rural,Married,1
120432,50726,354831,60,0,2,Not Graduate,Salaried,Rural,Married,0
107949,48784,227175,300,1,1,Graduate,Salaried,Urban,Married,1
148533,43333,203048,84,1,0,Not Graduate,Self Employed,Rural,Single,1
91971,40828,375007,12,1,3+,Not Graduate,Salaried,Rural,Married,1
108471,69526,443807,84,0,1,Not Graduate,Salaried,Rural,Married,1
79946,54362,56277,12,0,3+,Graduate,Self Employed,Urban,Married,1
113989,53997,374004,12,1,1,Not Graduate,Salaried,Urban,Married,1
99080,50341,183332,36,0,3+,Not Graduate,Self Employed,Semiurban,Single,1
92794,19073,290515,60,1,1,Graduate,Self Employed,Rural,Married,1
45841,14549,310577,240,1,3+,Graduate,Self Employed,Urban,Married,1
139447,56920,246955,240,1,0,Graduate,Salaried,Urban,Single,1
135029,75515,336885,120,1,1,Not Graduate,Salaried,Urban,Single,1
91272,20316,431864,240,1,0,Not Graduate,Salaried,Semiurban,Single,1
52643,26183,349355,12,1,2,Not Graduate,Self Employed,Semiurban,Single,1
58950,24624,290464,180,0,0,Not Graduate,Salaried,Semiurban,Single,0
115500,62515,308445,60,1,1,Graduate,Salaried,Semiurban,Single,1
140588,46705,484758,120,1,0,Graduate,Self Employed,Semiurban,Married,1
30997,26756,319013,240,1,1,Not Graduate,Self Employed,Rural,Married,1
94751,60390,399760,240,1,3+,Graduate,Self Employed,Rural,Single,1
113605,68369,144515,180,1,2,Graduate,Salaried,Urban,Married,1
70533,70821,200494,84,0,0,Graduate,Self Employed,Semiurban,Married,1
97566,9589,216685,60,1,2,Not Graduate,Salaried,Semiurban,Married,1
123255,14116,238088,180,0,0,Graduate,Self Employed,Urban,Married,0
73005,73181,110110,240,1,1,Not Graduate,Self Employed,Rural,Married,1
58541,44786,269601,60,1,0,Not Graduate,Self Employed,Semiurban,Single,1
38387,76425,258994,60,1,2,Not Graduate,Self Employed,Semiurban,Married,1
108980,30286,346177,240,1,0,Graduate,Salaried,Semiurban,Married,1
100457,15994,357357,84,1,2,Graduate,Salaried,Rural,Single,1
79028,26639,310705,84,1,2,Graduate,Salaried,Rural,Married,1
134246,17205,62938,240,0,1,Graduate,Self Employed,Semiurban,Married,0
70731,56677,180842,60,1,3+,Not Graduate,Salaried,Semiurban,Married,1
59638,32930,314418,180,0,3+,Not Graduate,Self Employed,Urban,Married,0
35567,73313,396534,36,0,0,Not Graduate,Self Employed,Urban,Married,0
72804,18316,475031,12,0,2,Graduate,Salaried,Rural,Married,0
123821,27304,200033,84,1,1,Graduate,Self Employed,Urban,Single,1
18754,13403,70044,240,0,3+,Graduate,Self Employed,Semiurban,Married,0
42044,73495,149372,300,1,1,Not Graduate,Salaried,Rural,Single,1
82260,31932,465191,36,1,1,Not Graduate,Salaried,Urban,Single,1
81912,36701,326850,84,1,2,Graduate,Self Employed,Rural,Married,1
23706,3385,187046,300,0,0,Not Graduate,Salaried,Semiurban,Married,0
23894,57241,388608,60,1,2,Not Graduate,Self Employed,Urban,Married,1
98986,10367,71213,240,1,3+,Graduate,Salaried,Urban,Single,1
96942,65030,51950,36,1,3+,Graduate,Self Employed,Urban,Single,1
44725,46505,304043,240,1,1,Not Graduate,Self Employed,Semiurban,Single,1
119555,33332,266085,180,1,2,Graduate,Self Employed,Rural,Married,1
24496,76325,322555,180,0,2,Not Graduate,Salaried,Urban,Single,0
71447,35268,440747,120,1,1,Graduate,Salaried,Rural,Married,1
116604,25563,489372,12,0,0,Not Graduate,Self Employed,Rural,Married,1
103199,36404,374888,12,1,1,Graduate,Salaried,Rural,Single,1
56321,55182,198843,84,1,1,Graduate,Salaried,Semiurban,Single,1
70147,32991,347197,12,1,3+,Graduate,Salaried,Semiurban,Married,1
106396,47663,298966,240,0,2,Not Graduate,Self Employed,Urban,Single,0
53787,65886,495292,240,1,3+,Not Graduate,Salaried,Urban,Single,1
36727,24127,188117,120,1,1,Graduate,Salaried,Rural,Married,1
110081,57692,369767,300,0,2,Not Graduate,Salaried,Rural,Single,0
137721,37500,79714,180,1,1,Not Graduate,Self Employed,Rural,Single,1
83056,33785,215458,300,1,1,Graduate,Self Employed,Semiurban,Married,1
149153,47997,421427,300,1,0,Graduate,Self Employed,Semiurban,Married,1
95102,7170,320706,36,1,3+,Graduate,Salaried,Urban,Single,1
91865,13303,367192,36,0,3+,Not Graduate,Self Employed,Rural,Single,0
82695,71743,405439,180,1,1,Graduate,Salaried,Rural,Single,1
132235,77852,62026,60,0,0,Not Graduate,Salaried,Semiurban,Married,1
123777,35187,156147,180,1,1,Not Graduate,Self Employed,Urban,Single,1
34033,65034,81589,36,1,1,Not Graduate,Salaried,Rural,Married,1
41832,71776,158199,300,1,1,Graduate,Self Employed,Rural,Married,1
130725,1893,409418,84,1,0,Graduate,Salaried,Urban,Married,1
34873,13753,338988,120,0,2,Not Graduate,Salaried,Rural,Married,0
55372,38090,466663,300,1,0,Not Graduate,Salaried,Semiurban,Single,1
104464,64922,402559,180,1,1,Graduate,Salaried,Urban,Single,1
132322,76768,258574,60,1,2,Graduate,Salaried,Rural,Single,1
115082,59412,264340,300,0,1,Graduate,Self Employed,Rural,Single,1
20110,56030,104708,84,1,0,Graduate,Self Employed,Semiurban,Single,1
27087,17509,120825,180,1,0,Graduate,Self Employed,Semiurban,Married,1
97617,68653,101574,84,1,2,Graduate,Self Employed,Semiurban,Married,1
115483,36929,397692,300,0,0,Graduate,Salaried,Rural,Single,1
24596,48291,462028,180,0,1,Graduate,Salaried,Rural,Single,0
122539,4042,282409,84,1,2,Graduate,Self Employed,Rural,Single,1
33313,62574,236381,240,1,3+,Not Graduate,Self Employed,Urban,Single,1
128175,37201,114230,12,0,1,Graduate,Salaried,Semiurban,Married,1
129914,14016,484844,84,1,3+,Graduate,Self Employed,Urban,Single,1
38705,25022,304451,240,1,2,Not Graduate,Salaried,Semiurban,Married,1
88445,27938,352725,300,1,2,Graduate,Salaried,Rural,Married,1
118892,43678,297174,12,1,1,Graduate,Self Employed,Urban,Single,1
17023,61720,489844,36,1,0,Not Graduate,Salaried,Urban,Married,1
134654,56805,269700,12,1,1,Graduate,Salaried,Semiurban,Single,1
95073,74323,337249,84,1,0,Not Graduate,Self Employed,Urban,Married,1
107197,1986,391974,120,0,0,Not Graduate,Self Employed,Urban,Married,0
79429,76478,381301,120,1,1,Graduate,Salaried,Rural,Married,1
119195,12161,475658,36,1,2,Not Graduate,Self Employed,Semiurban,Married,1
48848,20689,399379,84,1,1,Not Graduate,Salaried,Urban,Married,1
42766,60924,296514,12,1,3+,Not Graduate,Self Employed,Rural,Single,1
83099,74308,314491,120,1,2,Not Graduate,Salaried,Urban,Married,1
84122,63745,276094,180,1,0,Graduate,Salaried,Rural,Single,1
63868,1211,359794,60,1,2,Not Graduate,Salaried,Urban,Single,1
134119,229,198182,84,1,1,Not Graduate,Salaried,Rural,Married,1
110286,48542,243242,240,1,2,Graduate,Salaried,Rural,Single,1
21643,14345,448139,240,0,0,Not Graduate,Salaried,Semiurban,Married,0
51727,31819,232873,180,1,0,Graduate,Salaried,Rural,Single,1
124079,47779,174926,180,1,2,Not Graduate,Salaried,Urban,Single,1
80697,65584,131147,84,1,3+,Graduate,Salaried,Rural,Married,1
31029,19950,360279,60,1,0,Not Graduate,Self Employed,Rural,Single,0
124458,15173,69199,120,1,3+,Graduate,Salaried,Urban,Single,1
125384,58032,452282,60,1,0,Not Graduate,Self Employed,Urban,Single,1
83926,28036,413727,36,1,2,Graduate,Self Employed,Rural,Married,1
70506,71356,233208,12,1,0,Graduate,Self Employed,Urban,Single,1
93229,14292,404434,12,1,3+,Graduate,Salaried,Rural,Single,1
57092,3052,479791,180,1,3+,Graduate,Salaried,Rural,Married,1
77539,44377,270868,120,0,2,Graduate,Self Employed,Rural,Single,1
28428,67838,170787,60,0,3+,Not Graduate,Salaried,Urban,Married,0
72775,67819,489949,180,1,3+,Not Graduate,Salaried,Semiurban,Single,1
20469,15620,164427,84,1,2,Graduate,Salaried,Semiurban,Single,1
43854,30461,198063,180,1,0,Graduate,Salaried,Rural,Single,1
91256,20750,203625,84,0,2,Not Graduate,Salaried,Rural,Married,1
114134,9472,270782,84,0,0,Not Graduate,Salaried,Urban,Single,0
147723,69263,137493,36,0,0,Graduate,Self Employed,Semiurban,Married,1
99730,57602,443850,36,1,0,Not Graduate,Self Employed,Semiurban,Married,1
42386,25523,324915,84,1,1,Graduate,Self Employed,Semiurban,Single,1
48787,30766,175607,300,1,0,Graduate,Self Employed,Urban,Single,1
36621,66060,296834,120,0,2,Graduate,Self Employed,Urban,Married,0
92984,9079,461514,36,1,2,Not Graduate,Salaried,Urban,Single,1
49051,8399,129876,36,1,2,Graduate,Salaried,Rural,Single,1
64811,60726,217071,12,0,1,Not Graduate,Salaried,Urban,Single,1
45447,16532,252959,180,1,3+,Not Graduate,Self Employed,Rural,Single,1
143046,43162,371792,12,0,1,Not Graduate,Self Employed,Rural,Married,0
99045,3749,293722,120,1,2,Not Graduate,Salaried,Rural,Single,1
131859,11353,387927,36,1,2,Graduate,Self Employed,Rural,Married,1
18471,28477,94440,240,1,3+,Graduate,Salaried,Urban,Married,1
135312,24570,81655,300,0,1,Not Graduate,Salaried,Urban,Married,1
61850,11437,93039,36,1,2,Graduate,Salaried,Semiurban,Married,1
69220,38104,367399,60,1,0,Not Graduate,Self Employed,Semiurban,Married,1
108808,63370,122219,120,1,0,Graduate,Self Employed,Rural,Married,1
68072,4551,236061,240,1,2,Graduate,Salaried,Semiurban,Married,1
98820,68359,323388,180,1,0,Graduate,Salaried,Semiurban,Single,1
38284,54880,144594,180,1,3+,Graduate,Self Employed,Semiurban,Single,1
98369,12916,370739,240,1,2,Graduate,Self Employed,Rural,Married,1
40122,41445,220623,180,1,1,Graduate,Self Employed,Semiurban,Single,1
145349,47636,244302,300,1,2,Not Graduate,Self Employed,Urban,Single,1
85553,73927,416042,240,1,3+,Graduate,Salaried,Rural,Single,1
109788,78194,340515,120,1,1,Graduate,Salaried,Urban,Single,1
77812,29685,209950,240,0,3+,Graduate,Self Employed,Rural,Married,1
22999,51134,217229,240,0,0,Not Graduate,Self Employed,Urban,Single,0
37436,67847,55914,60,1,0,Graduate,Self Employed,Semiurban,Married,1
57963,39993,264772,60,1,0,Graduate,Self Employed,Rural,Single,1
148168,44333,339324,12,1,3+,Graduate,Salaried,Urban,Single,1
123899,58865,446904,120,1,3+,Not Graduate,Self Employed,Rural,Married,1
41201,79096,392363,120,1,2,Graduate,Self Employed,Urban,Married,1
20105,49756,390760,60,1,1,Not Graduate,Salaried,Semiurban,Married,1
132666,61192,277561,84,0,1,Not Graduate,Self Employed,Rural,Single,0
109848,60686,453132,84,1,3+,Graduate,Salaried,Rural,Single,1
17839,48733,237435,12,1,3+,Graduate,Salaried,Urban,Single,1
83920,25993,145213,300,1,0,Not Graduate,Salaried,Urban,Married,1
58619,30492,470576,84,0,3+,Not Graduate,Self Employed,Semiurban,Married,0
57821,20981,87805,84,1,0,Graduate,Salaried,Urban,Married,1
140736,24143,456669,84,1,3+,Graduate,Self Employed,Urban,Married,1
32069,77603,176599,300,1,1,Not Graduate,Self Employed,Urban,Married,1
22531,60277,203775,36,1,2,Not Graduate,Salaried,Semiurban,Single,1
82155,49990,240093,12,1,3+,Not Graduate,Salaried,Semiurban,Married,1
77424,62888,124176,60,1,0,Not Graduate,Salaried,Rural,Married,1
60603,69351,144799,84,0,2,Graduate,Self Employed,Semiurban,Single,1
147503,49999,148385,180,1,0,Not Graduate,Self Employed,Urban,Married,1
107573,70309,285654,240,0,0,Graduate,Salaried,Rural,Married,0
118302,12446,138919,36,1,2,Not Graduate,Self Employed,Semiurban,Married,1
146234,30733,450626,300,1,2,Not Graduate,Salaried,Semiurban,Married,1
34675,76000,131462,300,1,2,Graduate,Self Employed,Urban,Single,1
88997,48632,229340,300,0,3+,Graduate,Self Employed,Urban,Married,1
22896,21576,215320,84,1,2,Graduate,Self Employed,Semiurban,Single,1
64733,3320,81159,240,1,3+,Graduate,Self Employed,Rural,Married,1
56800,10750,92039,240,1,1,Not Graduate,Salaried,Urban,Single,1
111044,53463,282974,36,1,1,Graduate,Salaried,Semiurban,Single,1
20347,26572,97800,12,1,0,Graduate,Salaried,Semiurban,Married,1
148715,17948,352905,300,0,0,Graduate,Self Employed,Urban,Single,0
55785,38826,144626,180,1,3+,Not Graduate,Self Employed,Rural,Single,1
33681,27867,168368,180,1,0,Not Graduate,Salaried,Rural,Single,1
118864,60231,224735,180,1,1,Graduate,Salaried,Rural,Married,1
62299,66262,130903,300,1,3+,Not Graduate,Salaried,Urban,Single,1
32073,72233,483628,84,1,3+,Not Graduate,Self Employed,Urban,Single,1
117304,44678,168998,36,1,2,Graduate,Salaried,Urban,Single,1
45682,12963,291324,300,1,3+,Not Graduate,Salaried,Rural,Married,1
139302,64360,478583,180,1,0,Graduate,Salaried,Rural,Married,1
130359,49434,449029,240,1,1,Graduate,Salaried,Urban,Single,1
81707,66617,372038,300,0,0,Graduate,Salaried,Urban,Single,1
80428,20269,283229,240,0,1,Not Graduate,Salaried,Urban,Married,0
65601,76312,363588,120,0,2,Graduate,Salaried,Rural,Single,0
148611,79732,477485,300,0,1,Not Graduate,Salaried,Semiurban,Married,0
126487,77225,111748,120,1,2,Not Graduate,Salaried,Semiurban,Single,1
43228,37528,91190,36,1,0,Not Graduate,Self Employed,Rural,Single,1
137788,78972,90318,300,1,2,Not Graduate,Salaried,Urban,Married,1
112239,65602,218090,84,0,3+,Graduate,Salaried,Urban,Married,1
41928,33332,174078,84,1,3+,Graduate,Salaried,Urban,Single,1
33322,78929,89759,12,1,1,Not Graduate,Self Employed,Urban,Married,1
102896,69206,328642,12,1,0,Graduate,Self Employed,Rural,Single,1
77292,2251,75989,180,1,0,Not Graduate,Salaried,Semiurban,Single,1
44055,45717,206640,60,1,1,Not Graduate,Self Employed,Semiurban,Married,1
57891,27027,429179,240,1,3+,Graduate,Self Employed,Rural,Single,1
96912,9583,378721,12,1,2,Not Graduate,Salaried,Urban,Single,1
105536,50387,417375,84,0,1,Graduate,Self Employed,Semiurban,Married,1
21304,23104,211171,240,1,2,Not Graduate,Self Employed,Rural,Single,1
22345,12224,402044,60,0,2,Not Graduate,Salaried,Urban,Single,0
106006,60624,483855,12,1,0,Not Graduate,Salaried,Semiurban,Single,1
144350,56058,416823,36,1,3+,Not Graduate,Self Employed,Rural,Single,1
34446,29299,335626,120,1,2,Graduate,Salaried,Semiurban,Married,1
17336,78572,381356,12,0,3+,Not Graduate,Salaried,Semiurban,Single,0
77032,77928,498477,300,1,0,Not Graduate,Salaried,Rural,Single,1
112852,73474,342192,12,1,1,Graduate,Self Employed,Rural,Single,1
33474,4141,446281,300,1,1,Not Graduate,Salaried,Semiurban,Single,0
70718,23350,445252,36,1,0,Not Graduate,Self Employed,Semiurban,Married,1
59629,75082,85814,84,0,0,Not Graduate,Self Employed,Rural,Married,1
60232,70871,240766,180,1,2,Not Graduate,Salaried,Urban,Married,1
101544,5077,460140,36,1,0,Not Graduate,Self Employed,Urban,Single,1
65669,46015,441637,180,1,1,Not Graduate,Salaried,Urban,Single,1
84184,71147,110204,12,1,3+,Graduate,Salaried,Urban,Married,1
28140,59180,82844,84,1,3+,Not Graduate,Salaried,Rural,Married,1
141468,40857,298827,60,1,3+,Graduate,Salaried,Urban,Single,1
98457,59840,295256,12,1,3+,Not Graduate,Salaried,Semiurban,Married,1
29357,59902,394087,36,1,0,Graduate,Self Employed,Urban,Single,1
126672,5577,71518,60,1,0,Graduate,Self Employed,Rural,Single,1
83673,20002,460275,120,1,3+,Graduate,Salaried,Urban,Single,1
136673,50711,73052,60,1,0,Graduate,Self Employed,Urban,Single,1
80633,39451,306346,36,1,2,Not Graduate,Self Employed,Rural,Single,1
111111,49103,119803,240,1,0,Not Graduate,Self Employed,Urban,Single,1
93258,28647,121524,60,0,2,Not Graduate,Self Employed,Rural,Single,1
84286,34831,274582,36,1,2,Graduate,Salaried,Urban,Single,1
108269,66830,401716,240,1,0,Graduate,Salaried,Rural,Married,1
89071,36833,451896,12,1,3+,Graduate,Salaried,Urban,Married,1
45651,24398,117021,240,1,2,Graduate,Self Employed,Semiurban,Married,1
85202,61554,261321,84,1,0,Graduate,Self Employed,Semiurban,Married,1
63777,50755,332187,120,1,1,Graduate,Salaried,Rural,Single,1
82263,17706,52419,240,1,3+,Graduate,Salaried,Rural,Married,1
115158,22340,237964,84,1,1,Not Graduate,Self Employed,Rural,Married,1
25800,64994,171831,84,1,2,Graduate,Salaried,Semiurban,Single,1
52823,63884,294688,84,0,1,Not Graduate,Self Employed,Rural,Married,1
78878,17482,151799,240,1,0,Not Graduate,Salaried,Urban,Married,1
33708,54225,460356,36,1,3+,Graduate,Salaried,Rural,Married,1
78870,58849,486700,300,1,2,Graduate,Self Employed,Rural,Married,1
24283,74854,244941,36,0,0,Graduate,Salaried,Urban,Single,0
93707,41256,226282,120,1,3+,Graduate,Salaried,Urban,Married,1
20774,14650,369744,36,0,2,Not Graduate,Salaried,Semiurban,Married,0
111468,46118,428611,180,1,2,Graduate,Salaried,Urban,Married,1
111334,28930,390641,36,1,2,Not Graduate,Salaried,Urban,Married,1
33133,11801,158611,36,0,2,Graduate,Salaried,Rural,Single,0
15781,51360,187559,36,0,1,Not Graduate,Self Employed,Semiurban,Single,0
129586,16559,372836,12,1,1,Not Graduate,Self Employed,Urban,Married,1
42624,32334,112112,120,1,1,Not Graduate,Self Employed,Semiurban,Single,1
21823,13288,474326,180,0,2,Not Graduate,Self Employed,Urban,Single,0
33489,22398,289040,36,1,1,Not Graduate,Self Employed,Semiurban,Single,1
44118,76230,328504,300,1,3+,Graduate,Salaried,Urban,Single,1
115417,12191,492626,120,0,2,Graduate,Salaried,Rural,Married,0
96816,18051,283451,60,1,3+,Graduate,Self Employed,Semiurban,Single,1
28565,61715,271490,12,1,3+,Not Graduate,Salaried,Semiurban,Married,1
106179,10737,395182,240,0,1,Graduate,Salaried,Urban,Married,0
38648,65140,315161,300,1,2,Not Graduate,Salaried,Semiurban,Married,1
56971,25251,398405,36,1,1,Not Graduate,Salaried,Urban,Married,1
33658,50975,241196,300,1,1,Graduate,Salaried,Semiurban,Married,1
36253,5147,297418,180,0,1,Not Graduate,Self Employed,Semiurban,Married,0
103664,50508,271370,12,0,2,Graduate,Self Employed,Rural,Married,1
118850,52224,494165,180,1,2,Not Graduate,Salaried,Rural,Married,1
148623,19643,239340,240,0,1,Graduate,Self Employed,Semiurban,Married,0
86947,38967,116320,240,1,3+,Not Graduate,Self Employed,Rural,Married,1
76001,40733,285067,300,0,3+,Graduate,Self Employed,Semiurban,Single,0
137775,34808,262373,12,1,2,Graduate,Self Employed,Urban,Single,1
48243,67288,343271,60,1,0,Not Graduate,Salaried,Semiurban,Single,1
90939,58959,446412,300,1,1,Not Graduate,Self Employed,Semiurban,Married,1
72828,1849,387232,120,1,1,Not Graduate,Salaried,Rural,Married,1
21710,68178,484516,12,1,0,Graduate,Self Employed,Rural,Married,1
52991,67136,230786,84,1,2,Graduate,Self Employed,Urban,Married,1
100445,60740,344065,240,1,3+,Not Graduate,Salaried,Urban,Married,1
95257,44565,316890,60,1,2,Graduate,Salaried,Urban,Single,1
52711,20183,380679,300,1,3+,Graduate,Self Employed,Semiurban,Single,1
21530,1132,115350,240,0,3+,Not Graduate,Self Employed,Urban,Married,0
26116,38259,231417,84,1,2,Graduate,Salaried,Urban,Married,1
80794,63668,290678,60,1,1,Graduate,Self Employed,Rural,Single,1
146354,38563,492436,240,1,1,Graduate,Salaried,Rural,Single,1
147970,10931,393275,84,1,1,Not Graduate,Salaried,Urban,Single,1
19135,73169,72063,84,1,3+,Graduate,Salaried,Urban,Married,1
124472,50639,167116,240,0,1,Not Graduate,Self Employed,Semiurban,Married,1
140147,58901,401057,300,1,3+,Graduate,Salaried,Semiurban,Married,1
104087,1044,391090,240,0,1,Graduate,Salaried,Rural,Married,0
48380,46691,227043,180,0,2,Graduate,Self Employed,Urban,Single,1
144951,24363,184670,12,1,0,Graduate,Salaried,Urban,Single,1
32071,46694,60564,12,1,3+,Graduate,Self Employed,Urban,Married,1
35074,1582,292124,60,1,2,Not Graduate,Self Employed,Urban,Single,1
82843,79910,277506,120,1,3+,Graduate,Salaried,Urban,Married,1
54901,66844,361869,240,0,3+,Graduate,Self Employed,Semiurban,Single,0
26205,21301,136134,300,1,2,Graduate,Self Employed,Semiurban,Married,1
139661,74329,155940,180,1,1,Graduate,Self Employed,Urban,Single,1
20906,1620,112085,12,1,3+,Not Graduate,Salaried,Semiurban,Single,1
148663,62224,67862,12,1,0,Graduate,Salaried,Semiurban,Single,1
140576,56655,322409,300,0,0,Graduate,Salaried,Urban,Married,0
77987,37534,190777,180,1,2,Graduate,Self Employed,Semiurban,Single,1
95685,39390,236351,36,1,0,Graduate,Salaried,Urban,Married,1
125454,71629,112471,180,1,2,Not Graduate,Salaried,Semiurban,Married,1
120487,55856,141080,300,1,2,Not Graduate,Self Employed,Urban,Single,1
69400,49252,367972,12,1,3+,Graduate,Salaried,Urban,Married,1
46852,55809,429028,120,0,2,Graduate,Self Employed,Semiurban,Married,0
67756,22259,158007,36,1,2,Graduate,Salaried,Semiurban,Married,1
130357,20655,96104,300,1,1,Graduate,Self Employed,Rural,Married,1
134052,33005,90934,300,0,3+,Graduate,Self Employed,Urban,Single,1
71481,31629,304606,84,1,0,Not Graduate,Self Employed,Urban,Married,1
16283,23610,426564,180,0,1,Not Graduate,Self Employed,Urban,Single,0
48691,57184,56050,84,1,1,Graduate,Salaried,Urban,Married,1
147197,21602,225024,36,0,3+,Graduate,Self Employed,Semiurban,Married,1
41170,11110,320628,36,1,3+,Graduate,Self Employed,Semiurban,Married,1
23438,6073,374792,36,1,1,Not Graduate,Self Employed,Rural,Married,0
35095,10195,372089,60,1,3+,Graduate,Self Employed,Urban,Married,0
24752,1537,234750,180,1,3+,Graduate,Self Employed,Rural,Married,1
